MedicineID,Medicine Name,Category,Manufacturer,Batch No,Unit Price (?),Stock Quantity,Reorder Level,Manufacture Date,Expiry Date,Supplier,Stock Value (?)
MED1166,Cefixime 200mg,Antihistamine,SunPharma Ltd,B17988,15.71,1255,150,2025-03-15,2027-11-30,SunPharma Ltd,19716.05
MED1167,Metformin 500mg,Antacid,SunPharma Ltd,B29171,169.42,437,150,2025-03-15,2027-11-30,SunPharma Ltd,74036.54
MED1168,Vitamin D3 Capsule,Analgesic,SunPharma Ltd,B67781,108.65,330,150,2025-03-15,2027-11-30,SunPharma Ltd,35854.5
MED1169,Metformin 500mg,Vitamin,SunPharma Ltd,B75942,98.94,85,150,2025-03-15,2027-11-30,SunPharma Ltd,8409.9
MED1170,Pantoprazole 40mg,Antibiotic,SunPharma Ltd,B85969,216.73,676,150,2025-03-15,2027-11-30,SunPharma Ltd,146509.48
MED1171,Diclofenac 50mg,Anti-inflammatory,Cipla TN,B84657,35.36,575,150,2025-03-15,2027-11-30,Cipla TN,20332
MED1172,Telmisartan 40mg,Anti-inflammatory,Micro Labs,B10513,177.43,1104,150,2025-03-15,2027-11-30,Micro Labs,195882.72
MED1173,Pantoprazole 40mg,Cardiovascular,Zydus Healthcare,B44600,178.56,429,150,2025-03-15,2027-11-30,Zydus Healthcare,76602.24
MED1174,Cefixime 200mg,Analgesic,Reddy Laboratories,B82673,227.3,1566,150,2025-03-15,2027-11-30,Reddy Laboratories,355951.8
MED1175,Vitamin D3 Capsule,Antacid,Reddy Laboratories,B62268,78.74,1774,150,2025-03-15,2027-11-30,Reddy Laboratories,139684.76
MED1176,Vitamin D3 Capsule,Vitamin,Abbott India,B98104,187.03,1320,150,2025-03-15,2027-11-30,Abbott India,246879.6
MED1177,Telmisartan 40mg,Antihistamine,Micro Labs,B60510,39.06,1470,150,2025-03-15,2027-11-30,Micro Labs,57418.2
MED1178,Azithromycin 500mg,Antacid,Reddy Laboratories,B78378,10.3,1918,150,2025-03-15,2027-11-30,Reddy Laboratories,19755.4
MED1179,Paracetamol 650mg,Cardiovascular,Abbott India,B41116,57.24,1606,150,2025-03-15,2027-11-30,Abbott India,91927.44
MED1180,Azithromycin 500mg,Analgesic,SunPharma Ltd,B77995,219.18,1243,150,2025-03-15,2027-11-30,SunPharma Ltd,272440.74
MED1181,Azithromycin 500mg,Antibiotic,Micro Labs,B34791,177.97,1623,150,2025-03-15,2027-11-30,Micro Labs,288845.31
MED1182,Amoxicillin 500mg,Cardiovascular,Micro Labs,B95914,172.23,22,150,2025-03-15,2027-11-30,Micro Labs,3789.06
MED1183,Cefixime 200mg,Antacid,Cipla TN,B77053,116.03,1551,150,2025-03-15,2027-11-30,Cipla TN,179962.53
MED1184,Ranitidine 150mg,Anti-inflammatory,Zydus Healthcare,B63416,174.11,868,150,2025-03-15,2027-11-30,Zydus Healthcare,151127.48
MED1185,Diclofenac 50mg,Antidiabetic,Micro Labs,B59357,31.9,1548,150,2025-03-15,2027-11-30,Micro Labs,49381.2
MED1186,Ranitidine 150mg,Antibiotic,Reddy Laboratories,B65959,186.39,762,150,2025-03-15,2027-11-30,Reddy Laboratories,142029.18
MED1187,Telmisartan 40mg,Antibiotic,Cipla TN,B99713,119.18,1584,150,2025-03-15,2027-11-30,Cipla TN,188781.12
MED1188,Cefixime 200mg,Antibiotic,Micro Labs,B23635,102.71,1672,150,2025-03-15,2027-11-30,Micro Labs,171731.12
MED1189,Azithromycin 500mg,Analgesic,SunPharma Ltd,B34946,127.24,618,150,2025-03-15,2027-11-30,SunPharma Ltd,78634.32
MED1190,Cefixime 200mg,Cardiovascular,Cipla TN,B31775,45.03,465,150,2025-03-15,2027-11-30,Cipla TN,20938.95
MED1191,Pantoprazole 40mg,Cardiovascular,Reddy Laboratories,B54884,150.71,1788,150,2025-03-15,2027-11-30,Reddy Laboratories,269469.48
MED1192,Ranitidine 150mg,Vitamin,SunPharma Ltd,B73266,47.29,348,150,2025-03-15,2027-11-30,SunPharma Ltd,16456.92
MED1193,Atorvastatin 10mg,Antacid,Zydus Healthcare,B38077,233.63,542,150,2025-03-15,2027-11-30,Zydus Healthcare,126627.46
MED1194,Amoxicillin 500mg,Antidiabetic,Cipla TN,B30002,101.6,506,150,2025-03-15,2027-11-30,Cipla TN,51409.6
MED1195,Cefixime 200mg,Antacid,Abbott India,B81466,147.54,599,150,2025-03-15,2027-11-30,Abbott India,88376.46
MED1196,Telmisartan 40mg,Antihistamine,Cipla TN,B17421,139.38,1286,150,2025-03-15,2027-11-30,Cipla TN,179242.68
MED1197,Metformin 500mg,Antidiabetic,Zydus Healthcare,B84852,227.08,1773,150,2025-03-15,2027-11-30,Zydus Healthcare,402612.84
MED1198,Cefixime 200mg,Antihistamine,Reddy Laboratories,B25329,7.42,525,150,2025-03-15,2027-11-30,Reddy Laboratories,3895.5
MED1199,Metformin 500mg,Cardiovascular,Abbott India,B75234,77.44,747,150,2025-03-15,2027-11-30,Abbott India,57847.68
MED1200,Ranitidine 150mg,Analgesic,Zydus Healthcare,B23743,28.34,1668,150,2025-03-15,2027-11-30,Zydus Healthcare,47271.12
