DeptID,Department Name,Branch / City Location,Head of Department,Total Beds,Occupied Beds,Available Beds,ICU Beds,Ventilators Count,Total Doctors,Nursing Staff,Support Staff,Floor No,Block / Wing,Monthly Operating Cost (?),Monthly Revenue (?),Emergency Service (24/7),Equipment Count,Maintenance Status,Department Rating
DEPT0954,Orthopedics,Madurai,Dr. Saravanan Raman,129,98,31,13,9,16,17,25,Floor 7,Block B,1059904,1898700,Yes,27,Under Maintenance,4.9
DEPT0955,General Medicine,Salem,Dr. Prabhu Murugesan,48,32,16,17,12,11,45,9,Floor 6,Block Specialty Tower,487460,620893,Yes,47,Fully Operational,4.3
DEPT0956,Cardiothoracic Surgery,Chennai (Main),Dr. Senthil Ganesan,72,51,21,6,2,23,56,23,Floor 1,Block Specialty Tower,1105064,1494246,Yes,43,Fully Operational,4
DEPT0957,Endocrinology,Salem,Dr. Prabhu Srinivasan,106,24,82,7,6,10,34,24,Floor 7,Block Emergency Wing,1400221,2276639,Yes,54,Fully Operational,4.2
DEPT0958,Vascular Surgery,Tiruchirappalli,Dr. Sundar Chelliah,60,34,26,20,19,11,33,27,Floor 7,Block Emergency Wing,765393,1396767,Yes,73,Fully Operational,4.5
DEPT0959,Rheumatology,Chennai (Adyar),Dr. Dinesh Chandran,127,59,68,20,16,24,23,10,Floor 4,Block C,1013757,1298648,No,56,Inspection Due,4.7
DEPT0960,Gastroenterology,Salem,Dr. Kannan Subramanian,148,106,42,8,5,21,53,23,Floor 4,Block Specialty Tower,1167595,1916448,No,18,Under Maintenance,4.7
DEPT0961,Pulmonology,Chennai (Adyar),Dr. Vijay Ganesan,87,83,4,6,5,10,37,12,Floor 2,Block C,681610,872574,Yes,52,Fully Operational,4.2
DEPT0962,Vascular Surgery,Salem,Dr. Anand Krishnan,122,54,68,13,12,10,16,8,Floor 3,Block C,360964,545358,Yes,45,Fully Operational,4.7
DEPT0963,Ophthalmology,Tiruchirappalli,Dr. Kannan Subramanian,61,26,35,20,15,18,31,15,Floor 2,Block B,618316,844737,Yes,47,Fully Operational,4.6
DEPT0964,Gynecology & Obstetrics,Madurai,Dr. Mani Krishnan,65,46,19,12,7,20,33,18,Floor 5,Block B,759319,956471,Yes,66,Fully Operational,4.1
DEPT0965,Cardiothoracic Surgery,Madurai,Dr. Ganesh Chelliah,112,92,20,18,4,6,56,26,Floor 1,Block D,1114356,1837376,Yes,75,Fully Operational,4.3
DEPT0966,Nephrology,Tiruchirappalli,Dr. Ashok Venkatesh,108,65,43,15,5,10,23,19,Floor 2,Block Emergency Wing,1141688,1781552,Yes,66,Inspection Due,4.6
DEPT0967,ENT,Salem,Dr. Ganesh Srinivasan,142,16,126,7,4,11,50,20,Floor 4,Block A,896575,1294693,Yes,35,Fully Operational,4.7
DEPT0968,Urology,Coimbatore,Dr. Murugan Kumar,139,106,33,17,14,17,38,22,Floor 7,Block A,713437,1308608,Yes,21,Fully Operational,4.3
DEPT0969,Anaesthesiology,Vellore,Dr. Mani Pandian,67,47,20,12,4,18,57,13,Floor 6,Block C,1407666,2238248,No,65,Fully Operational,5
DEPT0970,Ophthalmology,Tirunelveli,Dr. Senthil Srinivasan,98,48,50,22,4,6,55,29,Floor 6,Block C,859268,1526317,No,51,Inspection Due,4.3
DEPT0971,ENT,Salem,Dr. Kannan Balaji,46,13,33,18,13,20,20,16,Floor 3,Block D,1183513,1921407,Yes,19,Inspection Due,4.1
DEPT0972,Endocrinology,Erode,Dr. Murugan Natarajan,79,19,60,5,2,11,54,23,Floor 3,Block B,1095043,1810292,Yes,16,Fully Operational,4.9
DEPT0973,Endocrinology,Salem,Dr. Kannan Rajesh,51,16,35,4,2,24,28,22,Floor 3,Block B,825608,1083248,No,48,Fully Operational,4.7
DEPT0974,Cardiology,Chennai (Adyar),Dr. Dinesh Kumar,52,16,36,12,4,19,53,8,Floor 6,Block C,984873,1500498,Yes,59,Fully Operational,4.2
DEPT0975,Vascular Surgery,Vellore,Dr. Mani Swaminathan,41,24,17,16,14,20,22,18,Floor 6,Block B,958934,1263002,Yes,82,Fully Operational,4.4
DEPT0976,ENT,Tirunelveli,Dr. Prakash Srinivasan,123,28,95,7,5,14,38,20,Floor 5,Block D,989837,1802518,Yes,80,Inspection Due,4.9
DEPT0977,Pulmonology,Erode,Dr. Mani Chandran,147,136,11,4,2,7,20,21,Floor 7,Block Specialty Tower,595943,876238,Yes,29,Inspection Due,4.8
DEPT0978,Pediatric Surgery,Chennai (Main),Dr. Vijay Venkatesh,49,43,6,7,6,8,30,22,Floor 2,Block Specialty Tower,1473279,2057188,Yes,74,Fully Operational,4.6
DEPT0979,Gastroenterology,Tiruchirappalli,Dr. Aravind Chelliah,112,58,54,19,5,14,46,10,Floor 7,Block D,781204,1324722,No,47,Inspection Due,4.8
DEPT0980,Cardiology,Coimbatore,Dr. Prakash Pandian,59,46,13,12,7,21,33,15,Floor 7,Block Emergency Wing,1199054,1664565,Yes,16,Under Maintenance,4.6
DEPT0981,Oncology,Coimbatore,Dr. Vignesh Natarajan,123,41,82,19,8,11,34,20,Floor 3,Block D,970247,1137256,No,77,Fully Operational,4.3
DEPT0982,Ophthalmology,Chennai (Adyar),Dr. Suresh Ganesan,114,52,62,21,9,11,42,21,Floor 7,Block D,1137160,1793704,Yes,60,Fully Operational,4.1
DEPT0983,Pediatrics,Salem,Dr. Aravind Murugesan,46,18,28,17,16,17,56,21,Floor 2,Block Emergency Wing,837942,1414919,Yes,60,Fully Operational,4.2
DEPT0984,ENT,Chennai (Adyar),Dr. Ramesh Ganesan,78,39,39,12,3,15,33,18,Floor 2,Block C,513699,706742,Yes,72,Under Maintenance,4.5
DEPT0985,Vascular Surgery,Tiruchirappalli,Dr. Senthil Swaminathan,129,113,16,10,4,18,29,24,Floor 5,Block A,602789,765386,No,21,Fully Operational,4.2
DEPT0986,Oncology,Madurai,Dr. Sundar Raman,102,95,7,11,3,13,21,25,Floor 3,Block Emergency Wing,1131022,2030894,Yes,66,Fully Operational,4
DEPT0987,Gynecology & Obstetrics,Thanjavur,Dr. Senthil Raman,84,59,25,5,4,9,29,28,Floor 1,Block B,1143487,1325899,Yes,46,Fully Operational,4
DEPT0988,General Medicine,Vellore,Dr. Sundar Chandran,79,55,24,19,7,12,48,26,Floor 3,Block A,633060,1028098,No,57,Fully Operational,4.8
DEPT0989,Psychiatry,Erode,Dr. Karthik Natarajan,134,34,100,24,9,5,21,14,Floor 3,Block A,1319530,1815340,No,50,Fully Operational,4.4
DEPT0990,Neurology,Chennai (Adyar),Dr. Karthik Pandian,106,49,57,8,5,9,25,19,Floor 6,Block A,442412,616464,Yes,22,Fully Operational,4.7
DEPT0991,Rheumatology,Madurai,Dr. Ramesh Kumar,87,23,64,4,2,17,15,9,Floor 1,Block Emergency Wing,804703,1414010,Yes,56,Fully Operational,4.2
DEPT0992,Pulmonology,Salem,Dr. Arun Swaminathan,140,55,85,9,4,8,46,8,Floor 2,Block Emergency Wing,1135134,2087014,Yes,53,Fully Operational,4.5
DEPT0993,Gynecology & Obstetrics,Erode,Dr. Ganesh Chelliah,97,73,24,5,3,16,49,14,Floor 1,Block A,521120,666351,No,77,Fully Operational,4.3
DEPT0994,Vascular Surgery,Erode,Dr. Karthik Rajesh,66,27,39,21,14,18,25,14,Floor 2,Block Emergency Wing,469173,828292,Yes,23,Fully Operational,4.6
DEPT0995,Psychiatry,Vellore,Dr. Vijay Pandian,148,128,20,14,4,19,22,27,Floor 2,Block C,535612,685907,Yes,66,Fully Operational,4.3
DEPT0996,Pulmonology,Tirunelveli,Dr. Suresh Srinivasan,94,16,78,19,9,14,25,9,Floor 4,Block D,872723,1544423,Yes,21,Fully Operational,4.9
DEPT0997,Orthopedics,Coimbatore,Dr. Arun Kumar,111,71,40,12,10,12,55,13,Floor 4,Block Emergency Wing,703125,1061066,Yes,32,Fully Operational,4.7
DEPT0998,Radiology & Imaging,Chennai (Main),Dr. Arun Natarajan,125,19,106,11,6,9,21,20,Floor 6,Block Emergency Wing,1058175,1921097,Yes,73,Fully Operational,4.5
DEPT0999,Pediatrics,Madurai,Dr. Murugan Chelliah,83,18,65,4,2,16,34,20,Floor 7,Block Specialty Tower,763593,1165955,Yes,15,Under Maintenance,4.2
DEPT1000,Nephrology,Madurai,Dr. Karthik Chelliah,145,123,22,19,14,19,16,27,Floor 4,Block A,1087670,1650316,Yes,10,Fully Operational,4.6
DEPT1001,Radiology & Imaging,Tirunelveli,Dr. Prakash Krishnan,99,36,63,5,4,23,33,14,Floor 4,Block C,1291166,1659045,Yes,70,Fully Operational,4.1
DEPT1002,Radiology & Imaging,Erode,Dr. Murugan Murugesan,53,18,35,9,7,9,15,8,Floor 1,Block Specialty Tower,1298931,1922621,Yes,76,Inspection Due,4.6
DEPT1003,Emergency & ICU,Erode,Dr. Ganesh Raman,127,55,72,19,18,15,48,12,Floor 7,Block Emergency Wing,624857,881350,Yes,81,Under Maintenance,4.6
DEPT1004,Nephrology,Tirunelveli,Dr. Arun Natarajan,133,123,10,24,3,13,16,14,Floor 7,Block Specialty Tower,987477,1736191,Yes,58,Fully Operational,4.7
DEPT1005,Nephrology,Thanjavur,Dr. Vijay Ganesan,47,28,19,18,17,12,54,26,Floor 1,Block Specialty Tower,530119,808985,Yes,79,Fully Operational,4.8
DEPT1006,Endocrinology,Tiruchirappalli,Dr. Kannan Chelliah,56,36,20,23,6,23,53,10,Floor 5,Block Specialty Tower,712655,1174921,Yes,61,Under Maintenance,4.9
DEPT1007,Nephrology,Tirunelveli,Dr. Sundar Sundaram,85,37,48,5,4,21,18,20,Floor 2,Block C,1036626,1646109,Yes,81,Fully Operational,4.8
DEPT1008,Vascular Surgery,Thanjavur,Dr. Anand Srinivasan,82,78,4,12,5,15,18,28,Floor 3,Block A,989286,1407989,No,40,Inspection Due,4.8
DEPT1009,General Medicine,Chennai (Adyar),Dr. Kannan Kumar,49,16,33,8,6,20,38,27,Floor 6,Block Specialty Tower,1433522,1710430,No,22,Fully Operational,4.4
DEPT1010,Pulmonology,Chennai (Adyar),Dr. Aravind Swaminathan,67,13,54,15,6,21,50,27,Floor 2,Block B,372264,637549,Yes,11,Fully Operational,4.3
DEPT1011,Neurology,Madurai,Dr. Prakash Chelliah,106,68,38,5,4,19,31,23,Floor 4,Block Emergency Wing,1151168,1957709,Yes,76,Fully Operational,4.4
DEPT1012,Urology,Vellore,Dr. Aravind Swaminathan,89,50,39,11,7,23,19,24,Floor 5,Block Specialty Tower,485128,850765,Yes,49,Fully Operational,4.1
DEPT1013,Nephrology,Chennai (Adyar),Dr. Senthil Ganesan,119,58,61,10,7,23,37,15,Floor 1,Block Emergency Wing,564952,694905,No,49,Fully Operational,4
DEPT1014,Nephrology,Erode,Dr. Karthik Venkatesh,64,34,30,24,5,8,23,22,Floor 2,Block B,417574,502233,No,41,Fully Operational,4.5
DEPT1015,Gastroenterology,Chennai (Main),Dr. Aravind Srinivasan,55,21,34,13,3,22,27,13,Floor 4,Block D,1375811,1765247,Yes,73,Under Maintenance,4.5
DEPT1016,Neurology,Salem,Dr. Siva Srinivasan,123,99,24,18,8,11,43,9,Floor 4,Block A,349460,565719,Yes,66,Fully Operational,4.7
DEPT1017,Pathology & Lab,Erode,Dr. Saravanan Balaji,47,32,15,17,5,18,24,29,Floor 6,Block Specialty Tower,676783,1032044,Yes,67,Fully Operational,4.3
DEPT1018,Emergency & ICU,Coimbatore,Dr. Mani Krishnan,139,30,109,24,20,20,42,11,Floor 3,Block A,633935,882143,Yes,73,Inspection Due,4.5
DEPT1019,Pediatrics,Thanjavur,Dr. Ramesh Rajesh,147,103,44,7,6,10,38,22,Floor 5,Block C,451397,711318,Yes,21,Fully Operational,4.9
DEPT1020,ENT,Vellore,Dr. Saravanan Chandran,45,32,13,6,2,5,57,28,Floor 4,Block A,1020614,1525914,Yes,73,Fully Operational,4.9
DEPT1021,Emergency & ICU,Tiruchirappalli,Dr. Kannan Krishnan,64,56,8,24,23,15,18,8,Floor 7,Block D,1070376,1825356,No,16,Fully Operational,4.6
DEPT1022,Orthopedics,Erode,Dr. Prakash Kumar,85,10,75,9,6,10,49,17,Floor 4,Block B,740087,930713,No,25,Fully Operational,4.1
DEPT1023,Urology,Tirunelveli,Dr. Sundar Swaminathan,106,100,6,22,2,9,47,26,Floor 3,Block D,327122,436946,Yes,33,Fully Operational,4.7
DEPT1024,Cardiothoracic Surgery,Chennai (Main),Dr. Prabhu Srinivasan,95,38,57,4,3,22,32,13,Floor 4,Block A,322766,432503,Yes,19,Fully Operational,4.6
DEPT1025,Urology,Coimbatore,Dr. Vijay Murugesan,142,132,10,9,2,11,47,16,Floor 3,Block C,1053290,1722613,Yes,12,Fully Operational,4.6
DEPT1026,Dermatology,Chennai (Adyar),Dr. Karthik Balaji,59,52,7,9,8,8,35,26,Floor 6,Block C,675651,858518,Yes,25,Fully Operational,4.2
DEPT1027,General Medicine,Thanjavur,Dr. Karthik Krishnan,46,33,13,8,6,22,38,20,Floor 1,Block B,1009192,1259971,No,77,Fully Operational,4.1
DEPT1028,Gastroenterology,Tirunelveli,Dr. Ganesh Srinivasan,142,45,97,5,3,20,55,12,Floor 1,Block A,1001565,1759965,Yes,27,Fully Operational,4.1
DEPT1029,Orthopedics,Chennai (Adyar),Dr. Dinesh Venkatesh,57,32,25,6,3,19,41,19,Floor 5,Block Specialty Tower,520826,961129,Yes,44,Fully Operational,4.9
DEPT1030,Orthopedics,Chennai (Adyar),Dr. Vijay Kumar,45,20,25,9,7,6,31,10,Floor 4,Block Specialty Tower,1222908,2114445,Yes,83,Fully Operational,4.3
DEPT1031,Rheumatology,Thanjavur,Dr. Suresh Pandian,107,67,40,17,15,21,48,17,Floor 3,Block A,714919,1193676,Yes,55,Inspection Due,4
DEPT1032,Nephrology,Tirunelveli,Dr. Kannan Krishnan,60,56,4,14,11,18,25,9,Floor 2,Block Emergency Wing,1004875,1239934,No,57,Fully Operational,5
DEPT1033,Pediatrics,Salem,Dr. Mani Murugesan,134,46,88,9,2,19,56,24,Floor 5,Block B,1168850,1756489,Yes,10,Fully Operational,4.4
DEPT1034,Rheumatology,Salem,Dr. Kannan Chelliah,101,17,84,16,3,17,32,10,Floor 5,Block C,1238482,1594155,Yes,47,Fully Operational,5
DEPT1035,Neurology,Erode,Dr. Ramesh Chelliah,46,25,21,19,6,19,37,11,Floor 1,Block Emergency Wing,1096651,1473928,Yes,48,Fully Operational,4.8
DEPT1036,General Medicine,Coimbatore,Dr. Prakash Krishnan,96,12,84,16,5,12,18,25,Floor 7,Block C,647806,848401,Yes,82,Inspection Due,4.2
DEPT1037,Endocrinology,Vellore,Dr. Murugan Rajesh,50,20,30,20,15,20,24,11,Floor 2,Block B,810332,1294361,Yes,18,Inspection Due,4
DEPT1038,Plastic Surgery,Erode,Dr. Sundar Krishnan,55,38,17,22,4,15,46,28,Floor 4,Block C,948423,1159428,Yes,51,Inspection Due,4.8
DEPT1039,Pulmonology,Tiruchirappalli,Dr. Kannan Natarajan,137,15,122,4,2,19,28,14,Floor 7,Block Emergency Wing,843864,1124517,No,61,Fully Operational,4.5
DEPT1040,Cardiothoracic Surgery,Chennai (Main),Dr. Sundar Raman,137,100,37,18,12,22,23,10,Floor 4,Block Emergency Wing,1294877,2081573,No,72,Fully Operational,4.2
DEPT1041,Radiology & Imaging,Salem,Dr. Prakash Ganesan,133,28,105,9,3,24,49,29,Floor 7,Block C,1057624,1794328,Yes,59,Fully Operational,4.4
DEPT1042,Nephrology,Tiruchirappalli,Dr. Arun Chelliah,132,116,16,14,12,5,15,28,Floor 6,Block A,852375,1188171,No,13,Under Maintenance,4.8
DEPT1043,Pathology & Lab,Madurai,Dr. Vijay Rajesh,91,55,36,8,6,19,41,23,Floor 4,Block A,1126152,1596095,Yes,78,Fully Operational,4.3
DEPT1044,Pulmonology,Chennai (Adyar),Dr. Arun Swaminathan,68,42,26,19,4,19,57,17,Floor 1,Block D,965522,1130351,Yes,84,Fully Operational,4.8
DEPT1045,Neurology,Thanjavur,Dr. Anand Subramanian,134,92,42,21,18,10,42,14,Floor 6,Block A,974472,1309585,Yes,34,Inspection Due,4.6
DEPT1046,Oncology,Salem,Dr. Arun Krishnan,48,12,36,19,16,16,54,13,Floor 3,Block D,745581,1373380,Yes,80,Fully Operational,4.2
DEPT1047,Cardiology,Chennai (Main),Dr. Ganesh Krishnan,52,51,1,15,9,10,52,8,Floor 4,Block B,1306648,1794506,No,45,Fully Operational,4.1
DEPT1048,ENT,Coimbatore,Dr. Sundar Kumar,73,56,17,9,6,18,55,15,Floor 5,Block C,638663,1038179,Yes,25,Fully Operational,4.8
DEPT1049,Pediatrics,Chennai (Adyar),Dr. Senthil Subramanian,43,20,23,12,2,20,23,18,Floor 6,Block C,430864,565295,Yes,57,Under Maintenance,4.1
DEPT1050,Pediatric Surgery,Tiruchirappalli,Dr. Vignesh Murugesan,57,56,1,23,14,14,46,16,Floor 5,Block C,1088634,1726552,Yes,84,Fully Operational,4.7
DEPT1051,General Medicine,Thanjavur,Dr. Ramesh Chelliah,65,20,45,9,4,11,21,8,Floor 2,Block Emergency Wing,1190446,1625150,Yes,12,Fully Operational,4.4
DEPT1052,Endocrinology,Thanjavur,Dr. Mani Swaminathan,57,47,10,22,18,22,44,20,Floor 7,Block D,338795,523654,Yes,13,Under Maintenance,4.3
DEPT1053,Ophthalmology,Chennai (Main),Dr. Senthil Krishnan,126,86,40,12,6,13,22,24,Floor 3,Block D,530066,869552,Yes,61,Fully Operational,4.6
DEPT1054,Gynecology & Obstetrics,Madurai,Dr. Kannan Swaminathan,80,68,12,6,3,24,16,17,Floor 1,Block B,368590,483547,Yes,51,Inspection Due,4.7
DEPT1055,ENT,Chennai (Main),Dr. Vignesh Balaji,83,32,51,18,14,20,40,25,Floor 1,Block A,1424111,2471561,Yes,19,Fully Operational,4.7
DEPT1056,Nephrology,Salem,Dr. Anand Raman,90,61,29,9,5,17,55,19,Floor 2,Block A,1307537,2065706,Yes,75,Fully Operational,4.2
DEPT1057,Pediatric Surgery,Chennai (Adyar),Dr. Vignesh Natarajan,42,18,24,16,10,24,58,20,Floor 7,Block Emergency Wing,675038,1069707,Yes,66,Fully Operational,4.6
DEPT1058,Nephrology,Chennai (Main),Dr. Vignesh Raman,51,32,19,14,10,19,23,19,Floor 3,Block A,658565,1000770,Yes,56,Fully Operational,4.6
DEPT1059,Oncology,Vellore,Dr. Vignesh Natarajan,92,91,1,17,4,21,50,28,Floor 4,Block B,630126,957290,Yes,56,Inspection Due,4.8
DEPT1060,Plastic Surgery,Tiruchirappalli,Dr. Prakash Raman,103,95,8,19,5,9,21,13,Floor 6,Block B,1423373,2331656,Yes,37,Fully Operational,4.4
DEPT1061,Oncology,Vellore,Dr. Arun Swaminathan,143,79,64,16,2,23,29,8,Floor 2,Block A,1292187,2213924,No,77,Fully Operational,4.8
DEPT1062,Emergency & ICU,Tiruchirappalli,Dr. Suresh Raman,46,37,9,17,11,8,17,21,Floor 5,Block Specialty Tower,1300598,2015129,No,22,Fully Operational,4.6
DEPT1063,ENT,Coimbatore,Dr. Prabhu Ganesan,117,100,17,21,11,13,20,8,Floor 5,Block B,864312,1514448,No,65,Fully Operational,4
DEPT1064,Gastroenterology,Chennai (Adyar),Dr. Senthil Srinivasan,148,139,9,22,17,15,58,8,Floor 2,Block C,302781,518594,Yes,22,Fully Operational,4.5
DEPT1065,ENT,Erode,Dr. Mani Chelliah,84,68,16,10,5,22,52,16,Floor 5,Block Specialty Tower,1465872,2237918,Yes,80,Inspection Due,4.4
DEPT1066,Neurology,Thanjavur,Dr. Mani Natarajan,138,46,92,19,14,15,59,26,Floor 4,Block Specialty Tower,729111,1025844,No,63,Inspection Due,4.7
DEPT1067,Radiology & Imaging,Madurai,Dr. Murugan Krishnan,122,51,71,4,2,20,18,16,Floor 4,Block B,1252254,1658377,No,48,Fully Operational,4.6
DEPT1068,Rheumatology,Vellore,Dr. Senthil Kumar,44,10,34,11,8,19,57,25,Floor 6,Block C,489896,698936,No,10,Fully Operational,4.3
DEPT1069,Orthopedics,Salem,Dr. Vignesh Venkatesh,57,34,23,19,17,6,31,17,Floor 7,Block C,836809,1323371,Yes,63,Fully Operational,4.5
DEPT1070,Pediatrics,Erode,Dr. Ramesh Pandian,47,34,13,17,3,14,38,23,Floor 3,Block C,1282430,1620626,No,48,Fully Operational,4.9
DEPT1071,Pediatric Surgery,Erode,Dr. Prabhu Venkatesh,74,47,27,20,4,6,26,13,Floor 2,Block C,516879,902804,Yes,64,Fully Operational,4.5
DEPT1072,Anaesthesiology,Chennai (Adyar),Dr. Karthik Murugesan,87,63,24,21,4,5,20,26,Floor 6,Block C,600714,921963,Yes,82,Fully Operational,4.8
DEPT1073,Neurology,Erode,Dr. Vignesh Subramanian,100,26,74,5,3,6,57,17,Floor 6,Block Specialty Tower,980306,1654025,Yes,72,Under Maintenance,4.3
DEPT1074,Plastic Surgery,Chennai (Main),Dr. Senthil Chelliah,85,45,40,13,3,18,22,17,Floor 1,Block B,1059652,1409291,No,11,Fully Operational,4.4
DEPT1075,Nephrology,Madurai,Dr. Dinesh Venkatesh,54,23,31,24,10,24,49,22,Floor 1,Block A,1224303,2115714,Yes,76,Inspection Due,4.2
DEPT1076,Neurology,Vellore,Dr. Vijay Pandian,90,89,1,20,11,21,34,29,Floor 6,Block Specialty Tower,927722,1493477,Yes,29,Fully Operational,4.8
DEPT1077,General Medicine,Vellore,Dr. Prabhu Natarajan,139,80,59,17,14,22,30,23,Floor 2,Block B,1233146,1975689,Yes,80,Fully Operational,4.3
DEPT1078,Orthopedics,Chennai (Main),Dr. Vignesh Raman,134,66,68,23,4,12,16,26,Floor 1,Block Emergency Wing,380528,511234,Yes,71,Fully Operational,4
DEPT1079,Cardiothoracic Surgery,Vellore,Dr. Murugan Chandran,57,54,3,18,17,8,26,24,Floor 1,Block Specialty Tower,666014,1098304,No,36,Fully Operational,4.2
DEPT1080,Endocrinology,Chennai (Adyar),Dr. Suresh Ganesan,93,14,79,15,12,8,38,11,Floor 5,Block Specialty Tower,1184588,1502898,No,74,Fully Operational,4.7
DEPT1081,Orthopedics,Chennai (Main),Dr. Kannan Chelliah,66,60,6,23,15,17,58,16,Floor 3,Block C,1349213,1582385,Yes,67,Fully Operational,4.5
DEPT1082,Cardiology,Tirunelveli,Dr. Prabhu Venkatesh,70,13,57,5,4,9,23,20,Floor 4,Block Specialty Tower,603561,859823,Yes,49,Fully Operational,4.6
DEPT1083,Gynecology & Obstetrics,Chennai (Adyar),Dr. Ramesh Chandran,145,15,130,17,7,18,26,29,Floor 2,Block D,785705,995893,Yes,54,Fully Operational,4
DEPT1084,Ophthalmology,Tirunelveli,Dr. Karthik Pandian,68,23,45,20,14,6,41,21,Floor 1,Block Emergency Wing,970756,1141750,Yes,23,Fully Operational,4.7
DEPT1085,Rheumatology,Erode,Dr. Arun Raman,134,39,95,12,11,22,50,15,Floor 2,Block D,404249,505303,Yes,57,Fully Operational,4.2
DEPT1086,General Medicine,Chennai (Adyar),Dr. Vijay Balaji,123,45,78,9,5,7,20,20,Floor 7,Block Emergency Wing,383299,649713,No,54,Fully Operational,4.4
DEPT1087,Emergency & ICU,Tiruchirappalli,Dr. Kannan Swaminathan,64,19,45,6,4,17,46,19,Floor 4,Block B,1296185,1513792,Yes,74,Inspection Due,4.4
DEPT1088,Endocrinology,Vellore,Dr. Arun Natarajan,67,57,10,6,5,17,49,17,Floor 6,Block B,501157,659655,Yes,69,Inspection Due,4.1
DEPT1089,Emergency & ICU,Tiruchirappalli,Dr. Karthik Ganesan,42,27,15,11,3,8,42,20,Floor 7,Block B,717065,920083,Yes,53,Fully Operational,4.5
DEPT1090,Pulmonology,Salem,Dr. Arun Swaminathan,59,35,24,19,7,17,58,17,Floor 5,Block Specialty Tower,637060,1104969,Yes,41,Under Maintenance,4.4
DEPT1091,Cardiothoracic Surgery,Chennai (Main),Dr. Anand Rajesh,116,41,75,10,7,10,28,23,Floor 3,Block A,394203,712108,Yes,12,Fully Operational,4.9
DEPT1092,Dermatology,Coimbatore,Dr. Vijay Kumar,106,64,42,7,3,18,51,28,Floor 7,Block B,427390,509789,Yes,55,Fully Operational,4.3
DEPT1093,Vascular Surgery,Chennai (Main),Dr. Prabhu Kumar,53,22,31,9,8,6,46,15,Floor 6,Block A,626722,942423,Yes,47,Fully Operational,4.3
DEPT1094,Pediatric Surgery,Salem,Dr. Arun Chelliah,78,57,21,20,3,20,50,14,Floor 2,Block Specialty Tower,664913,946432,Yes,77,Under Maintenance,4.4
DEPT1095,ENT,Coimbatore,Dr. Prakash Subramanian,94,45,49,21,15,10,39,23,Floor 2,Block A,1190432,1973146,Yes,69,Inspection Due,4.4
DEPT1096,Gastroenterology,Chennai (Main),Dr. Karthik Venkatesh,145,35,110,13,3,13,16,10,Floor 2,Block Specialty Tower,842358,1329135,Yes,28,Fully Operational,4.6
DEPT1097,Urology,Tiruchirappalli,Dr. Suresh Sundaram,146,30,116,13,5,13,26,17,Floor 3,Block Specialty Tower,1299044,2394797,No,38,Fully Operational,4.7
DEPT1098,Psychiatry,Thanjavur,Dr. Dinesh Chelliah,101,65,36,14,11,23,59,27,Floor 3,Block D,1063303,1647046,Yes,39,Fully Operational,4.8
DEPT1099,Anaesthesiology,Erode,Dr. Aravind Subramanian,145,64,81,6,5,20,50,27,Floor 5,Block Specialty Tower,484307,871921,Yes,34,Fully Operational,4.8
DEPT1100,Ophthalmology,Salem,Dr. Senthil Swaminathan,91,65,26,7,5,13,15,20,Floor 2,Block B,1497961,2406232,Yes,22,Fully Operational,4.2
DEPT1101,Urology,Thanjavur,Dr. Ramesh Murugesan,127,106,21,17,4,17,48,24,Floor 5,Block C,1265177,1465683,Yes,35,Fully Operational,4.7
DEPT1102,Urology,Salem,Dr. Arun Sundaram,57,28,29,21,6,22,26,11,Floor 7,Block C,805092,963718,Yes,65,Fully Operational,4.6
DEPT1103,Cardiothoracic Surgery,Thanjavur,Dr. Ganesh Pandian,112,20,92,5,2,12,35,28,Floor 1,Block Specialty Tower,622233,1074354,Yes,67,Fully Operational,4.2
DEPT1104,Anaesthesiology,Madurai,Dr. Murugan Krishnan,109,82,27,23,6,7,48,15,Floor 2,Block A,1062431,1480475,Yes,23,Inspection Due,4.6
DEPT1105,Neurology,Chennai (Adyar),Dr. Aravind Kumar,124,10,114,15,12,5,25,14,Floor 2,Block Specialty Tower,1324627,2446092,Yes,51,Fully Operational,4.7
DEPT1106,Oncology,Vellore,Dr. Suresh Venkatesh,146,105,41,11,8,8,52,16,Floor 7,Block Emergency Wing,959156,1517595,Yes,33,Fully Operational,4.9
DEPT1107,Cardiology,Thanjavur,Dr. Aravind Murugesan,42,11,31,5,3,11,18,24,Floor 6,Block D,904229,1224343,Yes,35,Fully Operational,4.9
DEPT1108,Anaesthesiology,Thanjavur,Dr. Mani Chelliah,96,14,82,8,7,24,29,24,Floor 3,Block Emergency Wing,660492,780796,Yes,30,Fully Operational,4.2
DEPT1109,Ophthalmology,Madurai,Dr. Ramesh Sundaram,140,49,91,11,10,23,23,27,Floor 7,Block A,1443919,1849625,No,39,Fully Operational,4.1
DEPT1110,Pediatrics,Thanjavur,Dr. Suresh Raman,95,34,61,22,14,10,52,9,Floor 2,Block Emergency Wing,1073386,1367051,Yes,53,Fully Operational,4.7
DEPT1111,Gynecology & Obstetrics,Chennai (Adyar),Dr. Vignesh Chandran,88,84,4,7,4,13,20,9,Floor 2,Block Emergency Wing,639771,839230,No,13,Fully Operational,4.9
DEPT1112,Urology,Vellore,Dr. Arun Balaji,90,29,61,10,8,13,58,10,Floor 7,Block Specialty Tower,804121,1008805,Yes,66,Fully Operational,4.9
